epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,3216.14,2.1992,2.82765,2.01421,0.27219,0.22038,0.16449,0.05987,2.30473,2.72018,2.15643,0.00095427,0.00095427,0.00095427
61,3276.07,2.18675,2.80605,2.00915,0.28982,0.22382,0.15886,0.05702,2.30128,2.75052,2.11176,0.00094023,0.00094023,0.00094023
62,3333.39,2.20201,2.79,1.99056,0.27341,0.21802,0.15805,0.05848,2.32535,2.75177,2.11773,0.000926093,0.000926093,0.000926093
63,3393.11,2.18016,2.77086,1.97904,0.27589,0.21107,0.1498,0.05557,2.27671,2.72019,2.10611,0.000911867,0.000911867,0.000911867
64,3451.12,2.16315,2.75093,1.97974,0.2721,0.23681,0.15977,0.05881,2.28803,2.69813,2.10828,0.000897557,0.000897557,0.000897557
65,3510.72,2.18503,2.7735,1.97637,0.28353,0.23261,0.17855,0.06536,2.27681,2.64504,2.09607,0.00088317,0.00088317,0.00088317
66,3569.62,2.17164,2.74719,1.98467,0.24593,0.24768,0.16635,0.06089,2.27194,2.68415,2.0861,0.000868712,0.000868712,0.000868712
67,3629.53,2.17771,2.74588,1.97101,0.29162,0.23836,0.1714,0.06216,2.27273,2.67216,2.08615,0.00085419,0.00085419,0.00085419
68,3689.22,2.15708,2.76332,1.96437,0.27358,0.24633,0.17023,0.0648,2.2637,2.63312,2.08866,0.00083961,0.00083961,0.00083961
69,3747.68,2.13076,2.72788,1.95296,0.31082,0.22792,0.17745,0.06745,2.2542,2.62902,2.08858,0.000824978,0.000824978,0.000824978
70,3807.04,2.15701,2.69534,1.94995,0.32094,0.21952,0.18416,0.0656,2.25972,2.63154,2.08899,0.0008103,0.0008103,0.0008103
71,3867.9,2.14784,2.73027,1.96423,0.28061,0.23364,0.17461,0.06624,2.2531,2.6341,2.08595,0.000795584,0.000795584,0.000795584
72,3930.46,2.14548,2.69666,1.95691,0.30444,0.23818,0.19367,0.0746,2.24709,2.63898,2.07189,0.000780835,0.000780835,0.000780835
73,3991.27,2.13554,2.71756,1.96061,0.28275,0.24121,0.18474,0.07229,2.22445,2.59749,2.05772,0.00076606,0.00076606,0.00076606
74,4049.75,2.15244,2.68802,1.96562,0.31121,0.25313,0.18959,0.07398,2.2444,2.58923,2.06664,0.000751266,0.000751266,0.000751266
75,4107.9,2.12595,2.68928,1.94557,0.3401,0.25525,0.20017,0.07778,2.22148,2.5819,2.04806,0.000736459,0.000736459,0.000736459
76,4168.65,2.11785,2.67234,1.93047,0.28653,0.25384,0.18407,0.07102,2.234,2.59626,2.0467,0.000721645,0.000721645,0.000721645
77,4230.83,2.11411,2.67267,1.91675,0.32585,0.2598,0.20295,0.07918,2.21886,2.56733,2.03759,0.000706831,0.000706831,0.000706831
78,4290.44,2.10499,2.63894,1.91642,0.30173,0.23893,0.19485,0.07814,2.2218,2.57311,2.06448,0.000692024,0.000692024,0.000692024
79,4349.22,2.11609,2.62832,1.92633,0.32594,0.24865,0.20073,0.0793,2.22207,2.56371,2.02988,0.00067723,0.00067723,0.00067723
80,4407.09,2.10318,2.59511,1.92103,0.32443,0.26339,0.21269,0.08274,2.20823,2.54857,2.03065,0.000662455,0.000662455,0.000662455
81,4464.78,2.11692,2.63946,1.93355,0.3342,0.26445,0.2096,0.0843,2.19267,2.53425,2.03492,0.000647706,0.000647706,0.000647706
82,4522.99,2.08574,2.60072,1.91722,0.31411,0.2642,0.20903,0.08397,2.20672,2.54903,2.04195,0.00063299,0.00063299,0.00063299
83,4580.95,2.08702,2.62596,1.91807,0.33345,0.25336,0.2138,0.08399,2.21474,2.52397,2.04675,0.000618312,0.000618312,0.000618312
84,4640.06,2.0875,2.61663,1.91098,0.3606,0.24048,0.22029,0.08868,2.19699,2.4973,2.02527,0.00060368,0.00060368,0.00060368
85,4698.65,2.06395,2.56859,1.90928,0.35771,0.24942,0.21504,0.0835,2.22712,2.50837,2.06017,0.0005891,0.0005891,0.0005891
86,4755.04,2.08991,2.57679,1.90305,0.32531,0.24553,0.2179,0.09027,2.19751,2.49554,2.03028,0.000574578,0.000574578,0.000574578
